  5  4       -38
 STEP TIME TOTE TOTK ENER
 EP-K TEMP BOND ANGL DIHE
 IMPR VDW  ELEC HBON HARM
 DMC  RGY 
    -233780.0561       1019.3839       1290.4585          0.0000          0.0000
          0.0000       1627.7125      -6127.2909          0.0000          0.0000
          0.0000          0.0000
             141          0.1410    -228189.9483       2835.0757    -231025.0240
    -233860.0998       1034.3266       1275.2683          0.0000          0.0000
          0.0000       1587.7808      -6111.8657          0.0000          0.0000
          0.0000          0.0000
             142          0.1420    -228172.1572       2883.2401    -231055.3973
    -233938.6374       1052.1639       1263.2523          0.0000          0.0000
          0.0000       1554.4767      -6097.7769          0.0000          0.0000
          0.0000          0.0000
             143          0.1430    -228157.6971       2905.7514    -231063.4485
    -233969.1998       1060.1858       1262.4013          0.0000          0.0000
          0.0000       1545.2509      -6096.6669          0.0000          0.0000
          0.0000          0.0000
             144          0.1440    -228147.3496       2901.2088    -231048.5585
    -233949.7673       1058.5616       1274.6154          0.0000          0.0000
          0.0000       1557.9462      -6107.6425          0.0000          0.0000
          0.0000          0.0000
             145          0.1450    -228128.9520       2887.5812    -231016.5332
    -233904.1143       1053.7824       1289.5431          0.0000          0.0000
          0.0000       1587.3071      -6120.8255          0.0000          0.0000
          0.0000          0.0000
             146          0.1460    -228119.4060       2906.0169    -231025.4228
    -233931.4397       1060.2560       1293.1134          0.0000          0.0000
          0.0000       1578.6859      -6125.4542          0.0000          0.0000
          0.0000          0.0000
             147          0.1470    -228098.9995       2912.3496    -231011.3491
    -233923.6986       1062.5858       1286.0324          0.0000          0.0000
          0.0000       1593.2485      -6119.6306          0.0000          0.0000
          0.0000          0.0000
             148          0.1480    -228082.8657       2897.2122    -230980.0779
    -233877.2901       1057.1411       1275.6375          0.0000          0.0000
          0.0000       1625.4694      -6111.0268          0.0000          0.0000
          0.0000          0.0000
             149          0.1490    -228082.1424       2913.1511    -230995.2935
    -233908.4446       1062.8389       1271.8707          0.0000          0.0000
          0.0000       1613.2046      -6111.0489          0.0000          0.0000
          0.0000          0.0000
             150          0.1500    -228083.5526       2953.7145    -231037.2671
    -233990.9816       1077.7673       1282.3349          0.0000          0.0000
          0.0000       1573.6191      -6124.6803          0.0000          0.0000
          0.0000          0.0000
             151          0.1510    -228074.1761       2977.6801    -231051.8562
    -234029.5363       1086.5459       1301.0175          0.0000          0.0000
          0.0000       1560.4376      -6145.5793          0.0000          0.0000
          0.0000          0.0000
             152          0.1520    -228075.3791       2984.6771    -231060.0562
    -234044.7333       1089.0482       1317.3178          0.0000          0.0000
          0.0000       1553.6722      -6164.1993          0.0000          0.0000
          0.0000          0.0000
             153          0.1530    -228099.6376       2982.1227    -231081.7603
    -234063.8830       1088.0704       1322.8144          0.0000          0.0000
          0.0000       1532.4027      -6171.0967          0.0000          0.0000
          0.0000          0.0000
             154          0.1540    -228109.1380       2983.2534    -231092.3914
    -234075.6448       1088.4142       1318.3601          0.0000          0.0000
          0.0000       1522.0402      -6167.9538          0.0000          0.0000
          0.0000          0.0000
             155          0.1550    -228097.9138       2990.4519    -231088.3656
    -234078.8175       1091.1494       1309.7528          0.0000          0.0000
          0.0000       1524.9311      -6159.3495          0.0000          0.0000
          0.0000          0.0000
             156          0.1560    -228081.7296       2994.9421    -231076.6717
    -234071.6137       1092.8887       1300.8636          0.0000          0.0000
          0.0000       1534.1707      -6149.2542          0.0000          0.0000
          0.0000          0.0000
             157          0.1570    -228067.3603       2995.2833    -231062.6436
    -234057.9270       1093.0933       1304.8862          0.0000          0.0000
          0.0000       1545.2547      -6151.6779          0.0000          0.0000
          0.0000          0.0000
             158          0.1580    -228047.3139       2999.7268    -231047.0408
    -234046.7676       1094.7683       1318.3982          0.0000          0.0000
          0.0000       1557.4271      -6163.2189          0.0000          0.0000
          0.0000          0.0000
             159          0.1590    -228022.7354       3007.0933    -231029.8287
    -234036.9220       1097.2884       1322.2855          0.0000          0.0000
          0.0000       1571.7992      -6165.8608          0.0000          0.0000
          0.0000          0.0000
             160          0.1600    -228008.8586       3002.2227    -231011.0813
    -234013.3040       1095.3928       1316.9206          0.0000          0.0000
          0.0000       1586.6316      -6158.3086          0.0000          0.0000
          0.0000          0.0000
             161          0.1610    -227998.2495       2999.4055    -230997.6550
    -233997.0605       1094.4921       1305.9853          0.0000          0.0000
          0.0000       1595.1776      -6144.3189          0.0000          0.0000
          0.0000          0.0000
             162          0.1620    -227981.6828       3021.3500    -231003.0328
    -234024.3828       1102.5799       1293.3901          0.0000          0.0000
          0.0000       1584.6710      -6128.5377          0.0000          0.0000
          0.0000          0.0000
             163          0.1630    -227967.6809       3066.4481    -231034.1290
    -234100.5771       1119.0146       1285.9410          0.0000          0.0000
          0.0000       1548.1254      -6117.6395          0.0000          0.0000
